"@timestamp",cId,StartTs,Duration
"2023-06-09T21:17:58.450293944Z",22541,1686345477021,489
"2023-06-09T21:17:58.204351984Z",77,1686345476733,567
"2023-06-09T21:17:58.204347841Z",77,1686345476663,565
"2023-06-09T21:17:58.204345760Z",77,1686345476647,580
"2023-06-09T21:17:57.457995428Z",20793,1686345476413,516
"2023-06-09T21:17:57.458069398Z",20793,1686345476413,594
"2023-06-09T21:17:51.455645248Z",41049,1686345470375,928
"2023-06-09T21:17:51.389959698Z",41049,1686345470375,971
"2023-06-09T21:17:51.455651358Z",41049,1686345470375,960
"2023-06-09T21:17:49.401896742Z",40068,1686345467516,932
"2023-06-09T21:17:49.493677083Z",20655,1686345467971,511
"2023-06-09T21:17:48.456569853Z",22541,1686345467806,496
"2023-06-09T21:17:46.452543830Z",20793,1686345465544,451
"2023-06-09T21:17:45.457143431Z",118,1686345464431,602
"2023-06-09T21:17:43.457881084Z",20793,1686345462004,580
"2023-06-09T21:17:39.485790195Z",20793,1686345458423,823
"2023-06-09T21:17:39.485788481Z",20793,1686345458423,822
"2023-06-09T21:17:39.458711780Z",20793,1686345458423,742
"2023-06-09T21:17:36.393480519Z",40125,1686345453023,2928
"2023-06-09T21:17:36.447105507Z",40543,1686345455156,546
"2023-06-09T21:17:36.447092754Z",40543,1686345455156,509
"2023-06-09T21:17:29.325303069Z",22548,1686345447664,1347
"2023-06-09T21:20:40.502818117Z",20793,1686345638869,1128
"2023-06-09T21:20:40.502395974Z",20793,1686345638869,726
"2023-06-09T21:20:40.502394044Z",20793,1686345638869,724
"2023-06-09T21:20:40.489691521Z",20793,1686345638869,1125
"2023-06-09T21:20:40.489689689Z",20793,1686345638869,1125
"2023-06-09T21:20:40.489687891Z",20793,1686345638869,1124
"2023-06-09T21:20:40.489686072Z",20793,1686345638869,1124
"2023-06-09T21:20:40.489641756Z",20793,1686345638869,1050
"2023-06-09T21:20:40.489481290Z",20793,1686345638869,723
"2023-06-09T21:20:40.474248673Z",20793,1686345638869,1123
"2023-06-09T21:20:40.464146609Z",20793,1686345638869,825
